OpptyNum,Topic,(IG)CustomerContactIndexValue,ContactName,(IG)CustomerAccountIndex,Account,Contact,Budget Amount,Created On,Est. Close Date,Actual Close Date,Est. Revenue,Actual Revenue,(IG)ForecastCatIndex,Forecast category,(IG)SalesStageIndex,Sales Stage,(IG)StatusIndex,Status,(IG)StatusReasonIndex,Status Reason,(IG)PurchaseTimeframeIndex,Purchase Timeframe,Close Probability,)IG)PurchaseProcessIndex,Purchase Process,Owner,Created By,Price List,Revenue,Currency,Description
30991,[30991] Opportunity for Global Partners $5104.46 Next Quarter,204717,Michelle King,100246,Global Partners,Michelle.King204717@notadomain.test,16466,2/25/2022,6/30/2022,,5104.46,,1,Pipeline,4,Close,1,Open,1,In Progress,3,Next Quarter,55,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30992,[30992] Opportunity for Owens & Minor $34942.5 Unknown,203069,Michelle Wills,100332,Owens & Minor,Michelle.Wills203069@notadomain.test,38825,2/28/2022,2/28/2022,2/28/2022,34942.5,0,6,Lost,4,Close,3,Lost,5,Out-Sold,5,Unknown,84,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30993,[30993] Opportunity for Norfolk Southern $5582.72 Immediate,204198,Candie Flores,100283,Norfolk Southern,Candie.Flores204198@notadomain.test,8723,2/26/2022,2/26/2022,2/26/2022,5582.72,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,1,Immediate,29,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30994,[30994] Opportunity for Newell Brands $913.04 Unknown,202259,Susan Flores,100316,Newell Brands,Susan.Flores202259@notadomain.test,45652,4/24/2022,6/21/2022,,913.04,,4,Omitted,3,Propose,1,Open,2,On Hold,5,Unknown,23,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30995,[30995] Opportunity for SpartanNash $33842.7 Next Quarter,202087,Brad Li,100370,SpartanNash,Brad.Li202087@notadomain.test,36390,3/10/2022,3/10/2022,3/10/2022,33842.7,0,6,Lost,3,Propose,3,Lost,4,Canceled,3,Next Quarter,82,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30996,[30996] Opportunity for Unum Group $3666.47 Immediate,204632,Cynthia Torres,100266,Unum Group,Cynthia.Torres204632@notadomain.test,12643,4/20/2022,4/20/2022,4/20/2022,3666.47,0,6,Lost,4,Close,3,Lost,4,Canceled,1,Immediate,26,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30997,[30997] Opportunity for Texas Roadhouse $3995.04 This Quarter,200268,Phil Phillips,100829,Texas Roadhouse,Phil.Phillips200268@notadomain.test,49938,5/5/2022,5/5/2022,5/5/2022,3995.04,0,6,Lost,4,Close,3,Lost,5,Out-Sold,2,This Quarter,16,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30998,[30998] Opportunity for Estée Lauder $21861.21 Unknown,202023,Beth Sanchez,100215,Estée Lauder,Beth.Sanchez202023@notadomain.test,38353,4/12/2022,6/17/2022,,21861.21,,2,Best case,3,Propose,1,Open,2,On Hold,5,Unknown,71,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
30999,[30999] Opportunity for Dover $1840.5 This Quarter,202228,Dorothy White,100433,Dover,Dorothy.White202228@notadomain.test,3681,2/25/2022,2/25/2022,2/25/2022,1840.5,1840.5,5,Won,4,Close,2,Won,3,Won,2,This Quarter,25,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31000,[31000] Opportunity for AptarGroup $40305.2 Unknown,202281,Daniel Robinson,100812,AptarGroup,Daniel.Robinson202281@notadomain.test,62008,4/25/2022,6/14/2022,,40305.2,,6,Lost,2,Develop,1,Open,2,On Hold,5,Unknown,11,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31001,[31001] Opportunity for Lincoln National $688.08 Next Quarter,204842,Daniel Hernandez,100188,Lincoln National,Daniel.Hernandez204842@notadomain.test,732,4/16/2022,4/16/2022,4/16/2022,688.08,688.08,5,Won,1,Qualify,2,Won,3,Won,3,Next Quarter,42,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31002,[31002] Opportunity for Amazon.com $4005.51 This Year,201119,Phil Davis,100002,Amazon.com,Phil.Davis201119@notadomain.test,4307,4/30/2022,4/30/2022,4/30/2022,4005.51,0,6,Lost,4,Close,3,Lost,4,Canceled,4,This Year,61,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31003,[31003] Opportunity for DTE Energy $12295.36 This Year,202094,Tad Moore,100253,DTE Energy,Tad.Moore202094@notadomain.test,55888,3/15/2022,3/15/2022,3/15/2022,12295.36,0,6,Lost,3,Propose,3,Lost,4,Canceled,4,This Year,25,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31004,[31004] Opportunity for Vishay Intertechnology $10480.8 Next Quarter,201374,Nicholas Morales,100846,Vishay Intertechnology,Nicholas.Morales201374@notadomain.test,11910,5/17/2022,5/17/2022,5/17/2022,10480.8,0,6,Lost,1,Qualify,3,Lost,4,Canceled,3,Next Quarter,90,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31005,[31005] Opportunity for Intel $20298.42 Unknown,201981,Emily Thompson,100045,Intel,Emily.Thompson201981@notadomain.test,29418,4/22/2022,8/2/2022,,20298.42,,2,Best case,3,Propose,1,Open,2,On Hold,5,Unknown,71,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31006,[31006] Opportunity for Cooper Tire & Rubber $32738.64 Next Quarter,204245,Beth Flores,100830,Cooper Tire & Rubber,Beth.Flores204245@notadomain.test,49604,4/7/2022,4/7/2022,4/7/2022,32738.64,0,6,Lost,3,Propose,3,Lost,4,Canceled,3,Next Quarter,21,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31007,[31007] Opportunity for INTL FCStone $39222.91 This Quarter,201206,Terry Li,100100,INTL FCStone,Terry.Li201206@notadomain.test,83453,3/1/2022,6/9/2022,,39222.91,,6,Lost,1,Qualify,1,Open,1,In Progress,2,This Quarter,96,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31008,[31008] Opportunity for TD Ameritrade Holding $3117.2 This Quarter,203874,Brad Smith,100486,TD Ameritrade Holding,Brad.Smith203874@notadomain.test,62344,4/24/2022,4/24/2022,4/24/2022,3117.2,3117.2,5,Won,2,Develop,2,Won,3,Won,2,This Quarter,45,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31009,[31009] Opportunity for Costco Wholesale $1020.25 Unknown,203461,Karen Davis,100014,Costco Wholesale,Karen.Davis203461@notadomain.test,4081,3/15/2022,8/13/2022,,1020.25,,4,Omitted,4,Close,1,Open,2,On Hold,5,Unknown,45,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31010,[31010] Opportunity for Griffon $599.67 This Year,204104,Dorothy Franklin,100944,Griffon,Dorothy.Franklin204104@notadomain.test,59967,3/8/2022,6/22/2022,,599.67,,2,Best case,2,Develop,1,Open,2,On Hold,4,This Year,66,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31011,[31011] Opportunity for Hexcel $4080.78 Immediate,201824,Barbara Franklin,100905,Hexcel,Barbara.Franklin201824@notadomain.test,12366,3/28/2022,3/28/2022,3/28/2022,4080.78,0,6,Lost,1,Qualify,3,Lost,5,Out-Sold,1,Immediate,68,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31012,[31012] Opportunity for Weis Markets $10599.94 This Quarter,203938,Paul Morales,100686,Weis Markets,Paul.Morales203938@notadomain.test,40769,4/26/2022,4/26/2022,4/26/2022,10599.94,10599.94,5,Won,2,Develop,2,Won,3,Won,2,This Quarter,47,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31013,[31013] Opportunity for Walmart $22251.8 This Year,204330,Donald Evans,100001,Walmart,Donald.Evans204330@notadomain.test,30070,5/16/2022,5/16/2022,5/16/2022,22251.8,0,6,Lost,2,Develop,3,Lost,4,Canceled,4,This Year,76,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31014,[31014] Opportunity for CME Group $82464.69 This Quarter,202815,Ted Wright,100558,CME Group,Ted.Wright202815@notadomain.test,94787,3/22/2022,3/22/2022,3/22/2022,82464.69,82464.69,5,Won,4,Close,2,Won,3,Won,2,This Quarter,86,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31015,[31015] Opportunity for Performance Food Group $16028.22 This Quarter,202405,Rebeccca Garcia,100168,Performance Food Group,Rebeccca.Garcia202405@notadomain.test,61647,4/17/2022,6/5/2022,,16028.22,,3,Committed,3,Propose,1,Open,2,On Hold,2,This Quarter,49,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31016,[31016] Opportunity for Super Micro Computer $66735.9 Unknown,202510,Jennifer Lee,100697,Super Micro Computer,Jennifer.Lee202510@notadomain.test,74151,4/20/2022,4/20/2022,4/20/2022,66735.9,0,6,Lost,2,Develop,3,Lost,4,Canceled,5,Unknown,99,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31017,[31017] Opportunity for Express $26328.68 This Year,203709,Sarah Thompson,100990,Express,Sarah.Thompson203709@notadomain.test,26866,3/31/2022,3/31/2022,3/31/2022,26328.68,26328.68,5,Won,1,Qualify,2,Won,3,Won,4,This Year,52,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31018,[31018] Opportunity for Splunk $48542.28 Immediate,203648,Kathleen Wright,100903,Splunk,Kathleen.Wright203648@notadomain.test,78294,3/13/2022,3/13/2022,3/13/2022,48542.28,0,6,Lost,4,Close,3,Lost,5,Out-Sold,1,Immediate,13,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31019,[31019] Opportunity for Ingredion $2230.72 Unknown,202221,Barbara Black,100475,Ingredion,Barbara.Black202221@notadomain.test,6971,5/15/2022,6/1/2022,,2230.72,,2,Best case,4,Close,1,Open,1,In Progress,5,Unknown,67,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31020,[31020] Opportunity for Barnes & Noble $51236.92 This Year,201707,Steven King,100685,Barnes & Noble,Steven.King201707@notadomain.test,67417,3/1/2022,6/1/2022,,51236.92,,1,Pipeline,3,Propose,1,Open,2,On Hold,4,This Year,53,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31021,[31021] Opportunity for Guess $20007.59 This Quarter,201666,Ted Davis,100843,Guess,Ted.Davis201666@notadomain.test,48799,3/2/2022,7/8/2022,,20007.59,,5,Won,3,Propose,1,Open,1,In Progress,2,This Quarter,52,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31022,[31022] Opportunity for Morgan Stanley $17804.58 Unknown,204030,James Tompson,100061,Morgan Stanley,James.Tompson204030@notadomain.test,41406,5/9/2022,5/9/2022,5/9/2022,17804.58,17804.58,5,Won,1,Qualify,2,Won,3,Won,5,Unknown,53,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31023,[31023] Opportunity for Equitable Holdings $3426.4 Unknown,201165,Mark Smith,100333,Equitable Holdings,Mark.Smith201165@notadomain.test,17132,3/16/2022,3/16/2022,3/16/2022,3426.4,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,5,Unknown,90,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31024,[31024] Opportunity for Verso $7812.99 Immediate,202330,Beatrice Jones,100882,Verso,Beatrice.Jones202330@notadomain.test,41121,3/11/2022,3/11/2022,3/11/2022,7812.99,0,6,Lost,1,Qualify,3,Lost,5,Out-Sold,1,Immediate,78,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31025,[31025] Opportunity for NOW $41513.64 This Year,204983,Sara Franklin,100792,NOW,Sara.Franklin204983@notadomain.test,56868,3/18/2022,3/18/2022,3/18/2022,41513.64,0,6,Lost,4,Close,3,Lost,5,Out-Sold,4,This Year,10,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
31026,[31026] Opportunity for Akamai Technologies $33527.52 Immediate,201635,Phil Valeros,100806,Akamai Technologies,Phil.Valeros201635@notadomain.test,46566,5/12/2022,6/2/2022,,33527.52,,5,Won,1,Qualify,1,Open,2,On Hold,1,Immediate,52,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
